name,sequence,file,vol_min,vol_max,vol_mod,pitch_min,pitch_max,dist_min,dist_max,channel,type,probability,loop,masterslave,loadspec,subtitle,compression,secondaryaliasname,volumefalloffcurve,startdelay,speakermap,reverb,lfe percentage

#Environment
ambient_mp_anomaly,,ambient/amb_france01b.mp3,0.63,,,,,,,local,streamed,,looping,,mp_anomaly
musik1,,misc/wutang.mp3,0.75,1,,,,70,180,voice,streamed,,looping,,mp_anomaly
partykeller,,misc/chrisliebing.mp3,1,,,,,65,150,voice,streamed,,looping,,mp_anomaly
fliegen,,amb_emitters/emt_fly_loop3.wav,0.35,0.6,,,,50,150,auto,,,looping,,mp_anomaly
wind,,amb_elements/elm_windgust10.wav,0.75,0.9,,0.75,1.2,50,350,auto,,,looping,,mp_anomaly
maschinen,,misc/machinery.wav,1,,,,,25,550,auto,streamed,,looping,,mp_anomaly
schacht,,amb_emitters/emt_demolition_gertrapped_1.wav,0.65,1,foley,0.8,1,200,350,auto,streamed,,looping,,mp_anomaly
dog1,,amb_elements/elm_dog10.wav,0.5,0.85,,0.9,0.9,10,350,auto,streamed,,looping,,mp_anomaly
frido,,misc/friedhof.mp3,1,,,,,25,500,voice,streamed,,looping,,mp_anomaly
crows,,misc/kraehen.mp3,1,,,,,65,865,voice,streamed,,looping,,mp_anomaly
voegel1,,misc/waldvoegel1.mp3,1,,,,,25,1500,voice,streamed,,looping,,mp_anomaly
voegel2,,misc/waldvoegel2.mp3,1,,,,,25,1500,voice,streamed,,looping,,mp_anomaly
tauben,,misc/taube.mp3,1,,,,,65,765,voice,streamed,,looping,,mp_anomaly
turmnest,,misc/spatzennest.mp3,0.85,1,,,,10,550,voice,streamed,,looping,,mp_anomaly
frosch,,misc/froggy.mp3,1,,,,,65,365,voice,streamed,,looping,,mp_anomaly
meer,,amb_emitters/emt_oceanwaves_1.wav,0.35,0.75,,,,1,3000,auto,streamed,,looping,,mp_anomaly
seagull1,,amb_elements/elm_seagull1.wav,0.35,0.6,,0.8,1,1,1150,auto,streamed,,looping,,mp_anomaly
seagull3,,amb_elements/elm_seagull3.wav,0.35,0.6,,0.8,1,1,1150,auto,streamed,,looping,,mp_anomaly

#Planes
fliegeralarm,,misc/luftalarm.mp3,1,,,,,1,10000,voice,streamed,,,,mp_anomaly
stuka_flyby1,,vehicles/c47_flyby02.wav,0.75,1,,,,5000,15000,local,,,,,mp_anomaly
stuka_flyby2,,vehicles/c47_flyby03.wav,0.75,1,,,,5000,15000,local,,,,,mp_anomaly
spit_flyby,,vehicles/c47_flyby01.wav,1,,,,,5000,15000,local,,,,,mp_anomaly
stuka_shoot,,vehicles/mrk_stuka_gun_loop2.wav,0.55,0.75,,,,15,10000,local,,,,,mp_anomaly
absturz1,,vehicles/mrk_stuka_crash_4m.wav,0.75,1,,,,5000,15000,local,,,,,mp_anomaly
absturz2,,vehicles/mrk_stuka_crash_4mx.wav,0.75,1,,,,5000,15000,local,,,,,mp_anomaly
distance1,,explosions/cannon_sequence_hvy2_filt.wav,0.6,0.8,,1,1.2,1,50000,auto,streamed,,,0.7,mp_anomaly,,,distant_artillery_barrage_layer1,,,,,0.5
distance3,,explosions/cannon_sequence_hvy3_filt.wav,0.6,0.8,,1,1.2,1,50000,auto,streamed,,,0.7,mp_anomaly,,,distant_artillery_barrage_layer3,,,,,0.5
vierling_shoot,,weapons/flak/Flak_single.wav,0.6,0.85,vehicle,1,1,750,3000,weapon,,,,,mp_anomaly

#Flaks
flak_shoot,,weapons/flak/flak88_fire02.wav,0.8,0.85,vehicle,0.9,0.9,500,3500,auto,,,,,mp_anomaly
flak_laden,,weapons/flak/flak_reload.wav,0.8,1,,,,300,600,auto,,,,,mp_anomaly

#Jeep
jeep_start,,vehicles/kubel_start.wav,0.6,0.8,,,,350,4000,auto,streamed,,looping,,mp_anomaly
jeep_idle,,vehicles/jeep_idle01.wav,0.4,.6,,,,100,500,auto,streamed,,looping,,mp_anomaly
jeep_horn,,vehicles/jeep_horn_loop.wav,0.9,1,,,,500,4000,auto,streamed,,looping,,mp_anomaly
jeep_move,,vehicles/jeep_move01.wav,0.6,0.8,,,,500,3000,auto,streamed,,looping,,mp_anomaly
vehicle_collision2,,vehicles/vehicle_hit_person.wav,0.7,0.9,,,,500,1000,auto,streamed,,looping,,mp_anomaly

#Specials
tuerauf,,Doors/door_metal_open.wav,0.55,0.85,,,,150,550,auto,,,,,mp_anomaly
sec5open,,doors/door_bunker_open.wav,1,1,,1,1,10,400,auto,streamed,,,,mp_anomaly
tuerbew,,Doors/mrk_shutter_move5.wav,0.55,0.80,,,,125,500,auto,,,,,mp_anomaly
tuerzu,,vehicles/car_door_close.wav,0.55,0.85,,,,150,650,auto,,,,,mp_anomaly
openshutter,,misc/secretedoor.mp3,0.8,1,,,,175,550,auto,streamed,,,,mp_anomaly
elev,,misc/elevator.wav,0.75,0.85,,,,385,565,voice,streamed,,,,mp_anomaly
elevaty1,,misc/metal_stress01.wav,0.8,1,emitter,0.8,1.2,75,650,auto,streamed,,looping,,mp_anomaly
elecy,,misc/elecurrent.mp3,1,,,,,50,150,voice,streamed,,looping,,mp_anomaly
spuelung,,misc/toilet.wav,1,,,,,25,250,auto,streamed,,,,mp_anomaly
watersound1,3,water/mrk_wave_crashing_13.wav,0.55,0.7,na,0.8,0.9,50,4500,auto,,,,0.65,mp_anomaly,,,water_splash_shipbow2,weapon1,,,
cinemaxi,,misc/projector.mp3,0.8,1.0,,,,10,400,,streamed,,looping,,mp_anomaly
stuhr,,misc/standuhr.mp3,0.65,1,,,,25,150,voice,streamed,,looping,,mp_anomaly
bell1,,misc/turmglocke.wav,0.85,1,,,,1,5150,voice,streamed,,looping,,mp_anomaly
glass1,,glass/glass05.wav,0.8,1,na,0.85,0.95,120,250,,streamed,,,,mp_anomaly
holz1,,explosions/mrk_tree_explosion_1.wav,1,1,explosion,1,1.2,750,3500,voice,streamed,,,0.85,mp_anomaly
